cell_id,city,lat_min,lat_max,lon_min,lon_max,center_lat,center_lon,is_syndicate_hub,atm_count,dist_hub_km,dist_atm_km,is_urban,hist_withdrawal_count_30d,hist_withdrawal_amount_30d,hist_unique_cases,avg_withdrawal_amount,weekend_ratio,peak_hour,city_complaints,historical_withdrawal_count,historical_withdrawal_amount,recent_7d_count,is_high_risk,nearest_atms,model_probability,dbscan_cluster_weight,historical_density,final_score
CELL_0093,Chennai,13.1,13.12,80.3,80.32,13.11,80.31,1,0,5.23,2.79,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_088', 'ATM_089', 'ATM_098']",0.0023,0.2921,0.0,0.0888
CELL_0197,Jamtara,23.92,23.94,86.76,86.78,23.93,86.77,1,0,4.92,2.16,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_032', 'ATM_040', 'ATM_031']",0.0065,0.2834,0.0,0.0883
CELL_0242,Kolar,13.16,13.18,78.14,78.16,13.17,78.15,1,0,4.26,1.89,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_102', 'ATM_107', 'ATM_106']",0.0067,0.2805,0.0,0.0875
CELL_0019,Bengaluru,12.94,12.96,77.52,77.54,12.95,77.53,1,0,7.4,3.73,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_059', 'ATM_064', 'ATM_069']",0.0014,0.2888,0.0,0.0873
CELL_0006,Bengaluru,12.9,12.92,77.62,77.64,12.91,77.63,1,0,7.85,3.77,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_067', 'ATM_066', 'ATM_068']",0.0014,0.2846,0.0,0.0861
CELL_0108,Gurugram,28.4,28.42,76.96,76.98,28.41,76.97,1,0,7.81,3.8,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_010', 'ATM_008', 'ATM_012']",0.0028,0.2821,0.0,0.086
CELL_0226,Kolar,13.1,13.12,78.18,78.2,13.11,78.19,1,0,6.85,3.8,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_108', 'ATM_106']",0.0015,0.2822,0.0,0.0854
CELL_0088,Chennai,13.1,13.12,80.2,80.22,13.11,80.21,1,0,7.24,3.66,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_097', 'ATM_091', 'ATM_095']",0.0011,0.2815,0.0,0.085
CELL_0281,Kolkata,22.62,22.64,88.38,88.4,22.63,88.39,0,0,219.6,3.83,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_141', 'ATM_142']",0.0009,0.2796,0.0,0.0843
CELL_0357,Mumbai,19.08,19.1,72.86,72.88,19.09,72.87,0,0,622.69,3.75,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_130', 'ATM_124', 'ATM_129']",0.0001,0.2784,0.0,0.0836
CELL_0243,Kolar,13.16,13.18,78.16,78.18,13.17,78.17,1,0,5.57,2.92,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_102', 'ATM_106', 'ATM_107']",0.003,0.2723,0.0,0.0832
CELL_0383,Mumbai,19.16,19.18,72.9,72.92,19.17,72.91,0,0,621.32,2.02,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_127', 'ATM_125', 'ATM_129']",0.0003,0.2764,0.0,0.0831
CELL_0054,Bengaluru,13.0,13.02,77.68,77.7,13.01,77.69,1,0,11.18,3.5,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_063', 'ATM_057', 'ATM_060']",0.0017,0.2739,0.0,0.083
CELL_0095,Chennai,13.1,13.12,80.34,80.36,13.11,80.35,1,0,9.11,3.87,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_090', 'ATM_089', 'ATM_088']",0.001,0.275,0.0,0.083
CELL_0058,Bengaluru,13.02,13.04,77.58,77.6,13.03,77.59,1,0,6.51,3.94,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_061', 'ATM_062']",0.0012,0.2687,0.0,0.0812
CELL_0373,Mumbai,19.14,19.16,72.82,72.84,19.15,72.83,0,0,628.66,3.93,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_127']",0.0001,0.2702,0.0,0.0811
CELL_0446,Noida,28.56,28.58,77.38,77.4,28.57,77.39,1,0,3.84,1.93,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_021', 'ATM_028', 'ATM_026']",0.0104,0.2468,0.0,0.0792
CELL_0337,Mumbai,19.02,19.04,72.82,72.84,19.03,72.83,0,0,624.83,3.33,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_123', 'ATM_124']",0.0001,0.2593,0.0,0.0778
CELL_0297,Mewat,28.08,28.1,77.02,77.04,28.09,77.03,1,0,4.03,2.6,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_045', 'ATM_046', 'ATM_053']",0.0039,0.2499,0.0,0.0769
CELL_0027,Bengaluru,12.94,12.96,77.68,77.7,12.95,77.69,1,0,10.61,3.17,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_057', 'ATM_068', 'ATM_063']",0.0022,0.2512,0.0,0.0765
CELL_0372,Mumbai,19.12,19.14,72.92,72.94,19.13,72.93,0,0,617.97,2.95,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_127', 'ATM_125', 'ATM_122']",0.0001,0.2548,0.0,0.0765
CELL_0381,Mumbai,19.16,19.18,72.86,72.88,19.17,72.87,0,0,625.32,4.12,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_125', 'ATM_127', 'ATM_129']",0.0001,0.2539,0.0,0.0762
CELL_0378,Mumbai,19.14,19.16,72.92,72.94,19.15,72.93,0,0,618.64,1.61,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_127', 'ATM_125', 'ATM_122']",0.0004,0.2528,0.0,0.076
CELL_0227,Kolar,13.1,13.12,78.2,78.22,13.11,78.21,1,0,8.87,4.15,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_108', 'ATM_106']",0.0011,0.2512,0.0,0.0759
CELL_0298,Mewat,28.1,28.12,76.94,76.96,28.11,76.95,1,0,4.41,1.83,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_048', 'ATM_052', 'ATM_043']",0.0071,0.2403,0.0,0.0756
CELL_0157,Hyderabad,17.34,17.36,78.54,78.56,17.35,78.55,1,0,7.76,4.07,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_081', 'ATM_080', 'ATM_071']",0.0021,0.2486,0.0,0.0756
CELL_0290,Mewat,28.06,28.08,76.98,77.0,28.07,76.99,1,0,4.36,1.24,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_051', 'ATM_043', 'ATM_047']",0.0112,0.2328,0.0,0.0754
CELL_0061,Bengaluru,13.02,13.04,77.64,77.66,13.03,77.65,1,0,8.84,4.17,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_063', 'ATM_057']",0.001,0.2492,0.0,0.0753
CELL_0307,Mewat,28.12,28.14,77.02,77.04,28.13,77.03,1,0,4.15,2.62,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_046', 'ATM_044', 'ATM_049']",0.0038,0.2422,0.0,0.0746
CELL_0423,Noida,28.5,28.52,77.34,77.36,28.51,77.35,1,0,4.91,2.57,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_023', 'ATM_017', 'ATM_029']",0.0062,0.2365,0.0,0.074
CELL_0445,Noida,28.56,28.58,77.36,77.38,28.57,77.37,1,0,4.35,1.83,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_018', 'ATM_021', 'ATM_026']",0.0112,0.2253,0.0,0.0732
CELL_0094,Chennai,13.1,13.12,80.32,80.34,13.11,80.33,1,0,7.1,3.61,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_089', 'ATM_090', 'ATM_088']",0.0012,0.2409,0.0,0.0729
CELL_0259,Kolkata,22.56,22.58,88.3,88.32,22.57,88.31,0,0,218.35,3.92,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_136']",0.0008,0.2403,0.0,0.0725
CELL_0055,Bengaluru,13.02,13.04,77.52,77.54,13.03,77.53,1,0,9.55,2.61,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_062', 'ATM_070', 'ATM_061']",0.0034,0.2347,0.0,0.0721
CELL_0192,Hyderabad,17.44,17.46,78.54,78.56,17.45,78.55,1,0,9.87,4.31,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_084', 'ATM_079', 'ATM_083']",0.0017,0.2376,0.0,0.0721
CELL_0391,Nellore,14.4,14.42,79.94,79.96,14.41,79.95,1,0,5.35,4.1,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_114', 'ATM_119', 'ATM_117']",0.0036,0.2293,0.0,0.0706
CELL_0441,Noida,28.54,28.56,77.42,77.44,28.55,77.43,1,0,4.14,1.69,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_030', 'ATM_028', 'ATM_024']",0.0125,0.2084,0.0,0.0688
CELL_0418,Noida,28.48,28.5,77.38,77.4,28.49,77.39,1,0,5.06,1.61,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_020', 'ATM_023', 'ATM_029']",0.0132,0.2067,0.0,0.0686
CELL_0119,Gurugram,28.42,28.44,77.06,77.08,28.43,77.07,1,0,5.36,3.37,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_014', 'ATM_009', 'ATM_005']",0.004,0.2216,0.0,0.0685
CELL_0186,Hyderabad,17.44,17.46,78.42,78.44,17.45,78.43,1,0,9.4,4.48,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_078', 'ATM_079']",0.0015,0.225,0.0,0.0682
CELL_0285,Kolkata,22.64,22.66,88.34,88.36,22.65,88.35,0,0,215.08,4.24,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_142', 'ATM_134', 'ATM_143']",0.0006,0.2261,0.0,0.0681
CELL_0386,Nellore,14.38,14.4,79.94,79.96,14.39,79.95,1,0,7.05,4.54,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_119', 'ATM_116', 'ATM_114']",0.0025,0.2206,0.0,0.0674
CELL_0329,Mumbai,18.98,19.0,72.9,72.92,18.99,72.91,0,0,615.51,4.52,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_128', 'ATM_123']",0.0,0.222,0.0,0.0666
CELL_0417,Noida,28.48,28.5,77.36,77.38,28.49,77.37,1,0,5.46,1.17,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_023', 'ATM_020', 'ATM_029']",0.0186,0.1906,0.0,0.0665
CELL_0164,Hyderabad,17.36,17.38,78.54,78.56,17.37,78.55,1,0,6.92,3.37,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_071', 'ATM_081', 'ATM_084']",0.0036,0.2158,0.0,0.0665
CELL_0008,Bengaluru,12.9,12.92,77.66,77.68,12.91,77.67,1,0,10.66,4.54,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_057', 'ATM_067']",0.0007,0.22,0.0,0.0664
CELL_0240,Kolar,13.16,13.18,78.1,78.12,13.17,78.11,1,0,4.53,3.74,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_100', 'ATM_107', 'ATM_104']",0.0016,0.2177,0.0,0.0661
CELL_0311,Mewat,28.14,28.16,77.0,77.02,28.15,77.01,1,0,4.79,1.19,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_054', 'ATM_044', 'ATM_049']",0.0116,0.201,0.0,0.0661
CELL_0400,Nellore,14.44,14.46,79.92,79.94,14.45,79.93,1,0,6.14,2.7,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_112', 'ATM_114', 'ATM_117']",0.0107,0.2023,0.0,0.066
CELL_0225,Kolar,13.1,13.12,78.16,78.18,13.11,78.17,1,0,4.97,3.58,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_108', 'ATM_106', 'ATM_105']",0.0018,0.2169,0.0,0.066
CELL_0427,Noida,28.5,28.52,77.42,77.44,28.51,77.43,1,0,4.75,1.34,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_016', 'ATM_024', 'ATM_027']",0.0163,0.192,0.0,0.0658
CELL_0291,Mewat,28.06,28.08,77.0,77.02,28.07,77.01,1,0,4.58,2.59,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_051', 'ATM_045', 'ATM_047']",0.0039,0.2125,0.0,0.0657
CELL_0327,Mumbai,18.98,19.0,72.86,72.88,18.99,72.87,0,0,619.56,3.63,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_132', 'ATM_123']",0.0001,0.2164,0.0,0.065
CELL_0293,Mewat,28.08,28.1,76.94,76.96,28.09,76.95,1,0,4.89,1.98,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_048', 'ATM_052', 'ATM_043']",0.0063,0.2033,0.0,0.0641
CELL_0264,Kolkata,22.58,22.6,88.28,88.3,22.59,88.29,0,0,215.32,4.3,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_136', 'ATM_134', 'ATM_142']",0.0006,0.205,0.0,0.0618
CELL_0289,Mewat,28.06,28.08,76.96,76.98,28.07,76.97,1,0,4.98,2.02,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_051', 'ATM_043', 'ATM_047']",0.0061,0.193,0.0,0.061
CELL_0193,Jamtara,23.9,23.92,86.76,86.78,23.91,86.77,1,0,6.73,4.11,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_032', 'ATM_038', 'ATM_031']",0.0014,0.2004,0.0,0.0608
CELL_0150,Hyderabad,17.32,17.34,78.54,78.56,17.33,78.55,1,0,9.08,4.83,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_081', 'ATM_080', 'ATM_072']",0.0011,0.2003,0.0,0.0606
CELL_0303,Mewat,28.12,28.14,76.94,76.96,28.13,76.95,1,0,4.99,3.56,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_048', 'ATM_052', 'ATM_050']",0.0018,0.1978,0.0,0.0602
CELL_0331,Mumbai,19.0,19.02,72.82,72.84,19.01,72.83,0,0,624.21,3.42,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_123', 'ATM_132']",0.0001,0.1976,0.0,0.0593
CELL_0002,Bengaluru,12.9,12.92,77.54,77.56,12.91,77.55,1,0,8.38,4.39,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_064', 'ATM_056', 'ATM_066']",0.0008,0.1956,0.0,0.0591
CELL_0330,Mumbai,18.98,19.0,72.92,72.94,18.99,72.93,0,0,613.49,4.95,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_120', 'ATM_128']",0.0,0.1921,0.0,0.0576
CELL_0419,Noida,28.48,28.5,77.4,77.42,28.49,77.41,1,0,5.39,2.06,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_020', 'ATM_027', 'ATM_023']",0.0093,0.1734,0.0,0.0567
CELL_0286,Kolkata,22.64,22.66,88.36,88.38,22.65,88.37,0,0,216.58,5.02,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_142', 'ATM_134']",0.0003,0.1878,0.0,0.0565
CELL_0248,Kolkata,22.52,22.54,88.32,88.34,22.53,88.33,0,0,222.96,5.1,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_138', 'ATM_135', 'ATM_140']",0.0003,0.1879,0.0,0.0565
CELL_0309,Mewat,28.14,28.16,76.96,76.98,28.15,76.97,1,0,5.18,2.82,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_054', 'ATM_044', 'ATM_049']",0.0032,0.1831,0.0,0.0565
CELL_0328,Mumbai,18.98,19.0,72.88,72.9,18.99,72.89,0,0,617.54,4.68,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_126', 'ATM_123']",0.0,0.1881,0.0,0.0564
CELL_0253,Kolkata,22.54,22.56,88.3,88.32,22.55,88.31,0,0,219.94,4.93,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_135']",0.0004,0.1824,0.0,0.0549
CELL_0018,Bengaluru,12.92,12.94,77.68,77.7,12.93,77.69,1,0,11.33,5.15,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_057', 'ATM_063']",0.0005,0.1799,0.0,0.0542
CELL_0429,Noida,28.52,28.54,77.32,77.34,28.53,77.33,1,0,5.99,1.8,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_019', 'ATM_025', 'ATM_017']",0.0113,0.1601,0.0,0.0537
CELL_0444,Noida,28.56,28.58,77.34,77.36,28.57,77.35,1,0,5.55,2.0,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_018', 'ATM_025', 'ATM_019']",0.0097,0.1612,0.0,0.0532
CELL_0384,Mumbai,19.16,19.18,72.92,72.94,19.17,72.93,0,0,619.32,2.52,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_127', 'ATM_125', 'ATM_122']",0.0002,0.1763,0.0,0.053
CELL_0138,Gurugram,28.5,28.52,76.96,76.98,28.51,76.97,1,0,7.88,5.08,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_007', 'ATM_011', 'ATM_012']",0.001,0.1718,0.0,0.052
CELL_0316,Mumbai,18.94,18.96,72.88,72.9,18.95,72.89,0,0,616.33,5.27,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_126']",0.0,0.1722,0.0,0.0517
CELL_0322,Mumbai,18.96,18.98,72.88,72.9,18.97,72.89,0,0,616.93,5.31,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_126']",0.0,0.1704,0.0,0.0511
CELL_0010,Bengaluru,12.92,12.94,77.52,77.54,12.93,77.53,1,0,8.39,5.16,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_064', 'ATM_059', 'ATM_069']",0.0005,0.1663,0.0,0.0501
CELL_0062,Bengaluru,13.02,13.04,77.66,77.68,13.03,77.67,1,0,10.44,4.44,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_063', 'ATM_060', 'ATM_057']",0.0008,0.1651,0.0,0.0499
CELL_0380,Mumbai,19.16,19.18,72.84,72.86,19.17,72.85,0,0,627.32,5.39,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_127']",0.0,0.166,0.0,0.0498
CELL_0436,Noida,28.54,28.56,77.32,77.34,28.55,77.33,1,0,6.17,1.72,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_019', 'ATM_025', 'ATM_018']",0.0121,0.1433,0.0,0.049
CELL_0113,Gurugram,28.4,28.42,77.06,77.08,28.41,77.07,1,0,6.95,4.15,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_014', 'ATM_009', 'ATM_005']",0.0021,0.1527,0.0,0.0469
CELL_0292,Mewat,28.06,28.08,77.02,77.04,28.07,77.03,1,0,5.53,3.98,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_045', 'ATM_051', 'ATM_053']",0.0013,0.1529,0.0,0.0465
CELL_0395,Nellore,14.42,14.44,79.92,79.94,14.43,79.93,1,0,6.24,3.92,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_112', 'ATM_114', 'ATM_117']",0.0041,0.1468,0.0,0.0461
CELL_0448,Noida,28.56,28.58,77.42,77.44,28.57,77.43,1,0,5.41,1.95,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_028', 'ATM_030', 'ATM_021']",0.0101,0.1362,0.0,0.0459
CELL_0287,Kolkata,22.64,22.66,88.38,88.4,22.65,88.39,0,0,218.1,5.65,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_142', 'ATM_134']",0.0002,0.1525,0.0,0.0458
CELL_0416,Noida,28.48,28.5,77.34,77.36,28.49,77.35,1,0,6.45,2.57,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_023', 'ATM_029', 'ATM_020']",0.0062,0.1402,0.0,0.0452
CELL_0312,Mewat,28.14,28.16,77.02,77.04,28.15,77.03,1,0,5.71,3.11,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_054', 'ATM_044', 'ATM_046']",0.0026,0.146,0.0,0.0451
CELL_0435,Noida,28.52,28.54,77.44,77.46,28.53,77.45,1,0,5.8,1.73,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_016', 'ATM_024', 'ATM_030']",0.012,0.125,0.0,0.0435
CELL_0063,Bengaluru,13.02,13.04,77.68,77.7,13.03,77.69,1,0,12.21,5.19,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_063', 'ATM_057', 'ATM_060']",0.0004,0.1424,0.0,0.0429
CELL_0379,Mumbai,19.16,19.18,72.82,72.84,19.17,72.83,0,0,629.33,5.87,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_127']",0.0,0.1415,0.0,0.0424
CELL_0422,Noida,28.5,28.52,77.32,77.34,28.51,77.33,1,0,6.6,3.66,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_019', 'ATM_025', 'ATM_023']",0.0026,0.134,0.0,0.0415
CELL_0288,Mewat,28.06,28.08,76.94,76.96,28.07,76.95,1,0,6.19,3.78,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_051', 'ATM_048', 'ATM_043']",0.0015,0.1306,0.0,0.0399
CELL_0009,Bengaluru,12.9,12.92,77.68,77.7,12.91,77.69,1,0,12.4,6.12,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_057', 'ATM_067']",0.0002,0.13,0.0,0.0391
CELL_0308,Mewat,28.14,28.16,76.94,76.96,28.15,76.95,1,0,6.34,4.77,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_054', 'ATM_048', 'ATM_044']",0.0007,0.1252,0.0,0.0379
CELL_0420,Noida,28.48,28.5,77.42,77.44,28.49,77.43,1,0,6.33,3.49,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_016', 'ATM_020', 'ATM_027']",0.003,0.1197,0.0,0.0374
CELL_0428,Noida,28.5,28.52,77.44,77.46,28.51,77.45,1,0,6.42,1.88,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_016', 'ATM_024', 'ATM_027']",0.0106,0.1067,0.0,0.0373
CELL_0258,Kolkata,22.56,22.58,88.28,88.3,22.57,88.29,0,0,216.91,5.9,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_136', 'ATM_139', 'ATM_134']",0.0002,0.1218,0.0,0.0366
CELL_0442,Noida,28.54,28.56,77.44,77.46,28.55,77.45,1,0,5.98,3.52,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_016', 'ATM_030', 'ATM_028']",0.0029,0.1133,0.0,0.0354
CELL_0390,Nellore,14.4,14.42,79.92,79.94,14.41,79.93,1,0,7.08,5.33,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_114', 'ATM_112', 'ATM_117']",0.0013,0.1135,0.0,0.0347
CELL_0001,Bengaluru,12.9,12.92,77.52,77.54,12.91,77.53,1,0,9.79,6.04,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_064', 'ATM_056', 'ATM_069']",0.0002,0.1131,0.0,0.034
CELL_0385,Nellore,14.38,14.4,79.92,79.94,14.39,79.93,1,0,8.44,6.62,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_119', 'ATM_114', 'ATM_117']",0.0005,0.11,0.0,0.0332
CELL_0247,Kolkata,22.52,22.54,88.3,88.32,22.53,88.31,0,0,221.54,6.57,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_135']",0.0001,0.1103,0.0,0.0331
CELL_0323,Mumbai,18.96,18.98,72.9,72.92,18.97,72.91,0,0,614.91,6.74,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_132', 'ATM_128']",0.0,0.1058,0.0,0.0317
CELL_0443,Noida,28.56,28.58,77.32,77.34,28.57,77.33,1,0,7.09,3.44,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_025', 'ATM_018', 'ATM_019']",0.0031,0.1003,0.0,0.0316
CELL_0252,Kolkata,22.54,22.56,88.28,88.3,22.55,88.29,0,0,218.51,6.65,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_136']",0.0001,0.1001,0.0,0.0301
CELL_0324,Mumbai,18.96,18.98,72.92,72.94,18.97,72.93,0,0,612.88,7.04,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_128', 'ATM_120']",0.0,0.0958,0.0,0.0287
CELL_0415,Noida,28.48,28.5,77.32,77.34,28.49,77.33,1,0,7.82,4.42,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_023', 'ATM_019', 'ATM_029']",0.0014,0.0896,0.0,0.0276
CELL_0317,Mumbai,18.94,18.96,72.9,72.92,18.95,72.91,0,0,614.3,7.35,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_126', 'ATM_128']",0.0,0.0863,0.0,0.0259
CELL_0449,Noida,28.56,28.58,77.44,77.46,28.57,77.45,1,0,6.92,3.74,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_028', 'ATM_030', 'ATM_016']",0.0025,0.082,0.0,0.0258
CELL_0421,Noida,28.48,28.5,77.44,77.46,28.49,77.45,1,0,7.67,3.73,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_016', 'ATM_024', 'ATM_027']",0.0025,0.0739,0.0,0.0234
CELL_0246,Kolkata,22.52,22.54,88.28,88.3,22.53,88.29,0,0,220.12,7.94,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_135']",0.0,0.0676,0.0,0.0203
CELL_0318,Mumbai,18.94,18.96,72.92,72.94,18.95,72.93,0,0,612.28,9.19,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_132', 'ATM_128']",0.0,0.0467,0.0,0.014
